Geneid,Length,Mock_1,Mock_2,Mock_3,ZIKA_1,ZIKA_2,ZIKA_3
ENSG00000232558,376,0,0,0,0,0,0
ENSG00000237556,777,0,0,0,0,0,0
ENSG00000276600,3686,13,11,14,2,5,6
ENSG00000228548,538,0,0,0,0,0,0
ENSG00000238183,244,0,0,0,0,0,0
ENSG00000228525,199,0,2,1,0,0,0
ENSG00000233706,440,70,83.5,154,56,119.5,115
ENSG00000287532,1352,0,1,0,0,2,4
ENSG00000270149,2114,793.5,1123,1716.33,601.5,1148.58,1066.33
ENSG00000232879,173,0,0,0,1,1,3
ENSG00000215845,1197,5.5,9,20.33,13.5,25.83,24.83
ENSG00000158773,2336,1035,1606,2055.33,1538,2705.33,2019.33
ENSG00000186517,5064,20,15.5,24.5,14.5,36.5,42.5
ENSG00000143217,3458,23,31,39,55.5,115.5,96
ENSG00000162755,1720,50,63,92,39,69,81
ENSG00000143256,621,1491,2348.5,2844.75,1597,3015.33,2187.5
ENSG00000158793,3794,929.58,1300.83,1933.42,936,1732.5,1541.25
ENSG00000158796,2821,545.08,766.83,1076.67,640.33,1303.33,1080.25
ENSG00000238934,129,1.5,6.5,10,4.5,17,10.5
ENSG00000196188,3562,0,1,0,0,0,0
ENSG00000163050,4736,262,354.5,483,177,312.5,247
ENSG00000235549,350,0,0,0,0,0,0
ENSG00000174574,2688,1170,1667,2456,1480,2821.5,2341.5
ENSG00000168653,548,3393,5194.5,6200.5,2492,5099,3781
ENSG00000206654,104,0,0,0,0,0,0
ENSG00000222378,133,0,4,2,0,0,0
ENSG00000287422,1941,0,0,0,2,4,1
ENSG00000226438,558,4,8,5,10,13,12
ENSG00000217897,288,0,1,2,0,0,1
ENSG00000288674,9620,700.25,961.58,1297.42,494,924.58,825
ENSG00000228625,814,0,0,1,1,0,0
ENSG00000261654,5985,3,3,4,11,13,10
ENSG00000121931,3502,263.5,384.75,580.83,366.83,654.17,596
ENSG00000225672,1315,0,0,0,0,0,0
ENSG00000252760,92,0,0,0,0,0,0
ENSG00000272982,118,2,5,9.5,4,10.5,3.5
ENSG00000273221,647,91,144.5,214,80,162.5,127.5
ENSG00000162777,6677,63,115.5,158,92,176,205
ENSG00000064886,3295,1,1,0,0,1,4
ENSG00000156171,3295,521.5,703.75,1086.25,390.25,716,644.5
ENSG00000238365,60,0,1,5,0,1,8
ENSG00000237920,317,0,0,0,0,0,1
ENSG00000226855,883,0.48,0.37,1.56,0.32,1.29,0.39
ENSG00000228264,769,0,2,0,0.25,0,0
ENSG00000169291,8740,0,2,3,2,1,8.5
ENSG00000187980,3855,0,0,1,1,0,0
ENSG00000284710,1639,0,0,0,0,0,0
ENSG00000288670,1807,148.75,209.5,285.5,98,205.5,153.5
ENSG00000143437,6448,670.5,913,1498.25,551.5,960.5,921
ENSG00000200175,108,0,0,0,0,0,0
ENSG00000229357,318,0,0,0,0,0,0
ENSG00000143799,18399,4428,5872,8894,3286.5,5622.5,5008.33
ENSG00000158864,8898,2571,3820,5174.25,2202,3675.25,3298
ENSG00000248642,961,0,0,0,0,0,0
ENSG00000248442,934,0,0,0,0,0,0
ENSG00000251686,929,0,0,0,0,0,0
ENSG00000249197,987,0,0,0,0,0,0
ENSG00000288636,312,27,49.33,97,20.67,28.33,37.67
ENSG00000117450,1682,14465.83,22250.16,27782.16,11215.08,19662.25,15378.75
ENSG00000234379,598,0,1,0,0,0,0
ENSG00000132780,8304,2957.5,4261,6411.5,2720.5,4754.17,4265.75
ENSG00000159588,3323,30,38,43,39.5,76,75.5
ENSG00000159592,7433,916.83,1277.67,1880,919.5,1719.83,1550
ENSG00000225447,382,10,5,21,5,17,17
ENSG00000234329,788,1.33,7.33,4,6,8.83,9
ENSG00000159596,1465,276.5,385,567,280.5,584,509.83
ENSG00000230896,598,28.5,35.5,58,12.5,34,31.83
ENSG00000143570,3388,2215.58,3260.5,4521.42,1894.17,3461.67,3013.11
ENSG00000142864,7676,7450.25,10750.17,15178.17,5846.75,10230.5,8955.5
ENSG00000198160,8273,519.5,699.5,1053,672,1215.5,1076
ENSG00000162426,2600,88,135,185.75,69,139,96
ENSG00000116750,6661,1138,1743,2359.75,943.5,1643.5,1532.5
ENSG00000235169,993,6,9,21,5,22,25
ENSG00000116514,2734,430,665.5,893.5,1649.5,3162.5,2669.25
ENSG00000162419,6413,273,382.5,653,201.5,388.25,355
ENSG00000154222,7507,709.5,955.5,1486,724,1167,1138.83
ENSG00000173406,7551,90.5,129,180,59,130.25,95
ENSG00000197147,8267,208,300,458.67,163.17,290.33,307.5
ENSG00000189195,8342,65,81,142,46,107,69
ENSG00000058673,12829,1074.83,1520.67,2569.83,1116.5,2052.58,1982.04
ENSG00000131236,3814,4947.5,7800.67,10660,4070,6984.17,6256
ENSG00000133216,12516,1059.25,1532.5,2301,876.5,1476,1299
ENSG00000248333,3490,1690.9,2402.91,3268.15,1537.86,3027.44,2348
ENSG00000162390,9770,87.5,123.5,182.5,58.5,112,113
ENSG00000117448,3121,1174,1787,2392,865,1658,1623
ENSG00000162687,7192,17,36,41,65,140,160
ENSG00000143387,8447,96.5,165,222,71.5,177.5,136
ENSG00000227000,1618,0,0,0,0,0,0
ENSG00000176256,2561,0,0,0,0,0,0
ENSG00000217644,526,0,0.5,0.5,1,0.5,2.5
ENSG00000276645,345,0,0,3.5,1.5,1,1.5
ENSG00000278997,1360,7,3,7,3,6,8
ENSG00000116525,3976,70,112.5,118,37,97.5,97.25
ENSG00000279179,3448,8,9.5,17.5,2,17.5,8
ENSG00000284721,1947,0,1,0,0,0,0
ENSG00000225934,671,1,1,0.33,0,0,2
ENSG00000215812,1077,3,1,6,0,1,0
ENSG00000230005,1708,2,4,3,5,6,5
ENSG00000163131,6888,251,313.25,509.33,458,942.5,913
ENSG00000183814,4442,245,382.5,576,204.5,342.5,345
ENSG00000274178,1450,0,0,0,0,0.5,0.17
ENSG00000274764,1947,0,0,0,0,1.67,0.4
ENSG00000277862,1447,0,0,0,0,0,0
ENSG00000236179,891,0,0,0,0,0,0
ENSG00000275774,1156,0.25,0.29,1,0,1,2.83
ENSG00000233336,384,0,0,0,0,0,0
ENSG00000179412,1718,0.5,0.29,0,0,1,0.83
ENSG00000213516,5087,176.08,216.33,324.58,258.92,449.78,437.17
ENSG00000202385,120,0,0,0,0,1,0.5
ENSG00000117228,6103,101.5,106,160.58,1471,2665.37,2827.75
ENSG00000234518,483,14.5,18.5,25,21.5,29.5,31.5
ENSG00000162645,7223,108.17,131.83,194.17,229,405.67,385.75
ENSG00000213512,2432,5.17,7.83,7.67,15.5,29.83,25.5
ENSG00000162654,6141,16.5,10.5,2,552.57,1097.62,1005.7
ENSG00000126705,8297,355,489.75,781.58,284,533.89,439.75
ENSG00000000938,3382,0,0,0.42,23.33,65.83,57
ENSG00000126709,936,164.5,254.83,348.67,11797.07,24273.77,23282.22
ENSG00000277058,1897,0.5,0.79,2,0,2.5,1.17
ENSG00000238015,424,0,0,0,2,0,5
ENSG00000235400,1587,0,0,0.5,0,0,0
ENSG00000137959,11610,4,7,7,692,1249.5,1170
ENSG00000174151,5690,232,310,416,217,321.5,309
ENSG00000181754,5141,53,78,102,21,44.5,59
ENSG00000254942,582,0.5,0,0,0.5,2,0.5
ENSG00000206832,107,0,1,2,0,0,0
ENSG00000225113,596,1,1.5,1.5,0.5,1.5,0.5
ENSG00000284443,75,0,1,1,0,0,1
ENSG00000228703,688,119.5,169.5,250,79.42,167.5,138
ENSG00000235045,730,0,0,0.1,0,0,1
ENSG00000134183,1718,34.5,47.5,76,35.5,48,31
ENSG00000073756,5484,1946,2885.5,4714,2090.5,4258,3841.5
ENSG00000153904,4587,451.5,676.5,923.33,361.25,642.5,589
ENSG00000228040,156,0,3,0,5,9,4
ENSG00000229020,915,1,2,2,3,8,11
ENSG00000134259,4110,16,28,27,47,84,79
ENSG00000188976,5540,3911.17,5553.33,7974.83,3404.5,6187.56,5211.83
ENSG00000187583,3451,97,121.5,176,167.5,321.5,284.25
ENSG00000272512,2086,42,61.5,68.42,274.75,504.25,438.17
ENSG00000188290,1118,318,608.92,801,1264.17,2141.42,1668.15
ENSG00000187608,867,102.83,126.33,191.42,10853.08,22029.77,20584.65
ENSG00000231702,154,5.33,5.33,8.67,8.83,25.83,20.67
ENSG00000242590,402,1021.83,1482.08,2063,1316,2783.41,2456
ENSG00000256407,3952,21.5,25.67,34.83,9.83,26.33,21
ENSG00000116221,2549,1839,2598.67,3181,1439.33,2647.33,2225.5
ENSG00000198711,2624,4,14.5,19.5,11,16.5,16
ENSG00000237173,108,0,0,0,0,0,0
ENSG00000227453,963,0,0,0.3,0,0.1,0
ENSG00000117601,1721,1,5.5,7,17,30,29.25
ENSG00000232964,403,0,0,0,0,0,0
ENSG00000235817,404,0,0,0,0,0,0
ENSG00000135775,10946,504.5,683,1105.33,409.5,700.83,685
ENSG00000135773,2593,1,1,1,0,1,0
ENSG00000202063,109,0,0,0,0,0,0
ENSG00000119280,5161,541.5,682.5,1042,476.5,847.5,708.5
ENSG00000287395,878,0,0,0,0,0,0
ENSG00000240502,287,0,0,1,0,0,1
ENSG00000137965,2038,16,8,7,1393,2504.5,2165
ENSG00000163239,2706,1,0,2,3,4,8
ENSG00000287064,1224,11,9,22,70.5,129,86.5
ENSG00000233647,466,0,1,0,0,0.5,0
ENSG00000186118,1464,0,2,1,0,2,1.5
ENSG00000159658,16312,850,1213.5,1878.5,745,1268.5,1264.5
ENSG00000236476,805,0,0,0,0,0,0
ENSG00000143801,16397,481.25,661.08,879.42,359,659.08,623
ENSG00000199595,102,0,0,0,0,0,0
ENSG00000132185,3275,1,1,0,0,3,1
ENSG00000241347,295,0,0,0,0,0,0
ENSG00000081721,1762,282.5,391.5,542.33,285,562.5,541.5
ENSG00000082512,9022,212,362,565,211,396,370
ENSG00000236809,834,10.5,5,15,9,9.5,13.5
ENSG00000238137,533,0,0,0,0,0,0
ENSG00000223649,491,0,0,0,0,0,0
ENSG00000170385,5893,1713,2612,4310,2609,4743,4643
ENSG00000261314,711,0,0,4,1,1,1
ENSG00000224763,1089,1,1,5,1,0,0
ENSG00000198570,3511,0,0,0,1,1,0
ENSG00000118217,14263,1174.5,1765.5,2648.33,1102,1936,1856.33
ENSG00000181227,1354,4.75,4,12,4.75,9.75,8.5
ENSG00000137955,5920,1272.67,1817.67,2690,1406.17,2620.83,2358.5
ENSG00000206620,79,2,4.33,10.67,4.5,8.33,8.83
ENSG00000207241,84,2.67,4.83,10.33,4.17,8.5,4.5
ENSG00000201487,72,6.5,10.5,15.5,5.5,11,11.67
ENSG00000057468,3270,6,5,12,8,25,15.5
ENSG00000213047,13203,160,226.5,355.5,175.5,330,336.5
ENSG00000207139,101,0,1,0,0,0,0
ENSG00000213046,1347,0,0,0,0,0,0.5
ENSG00000235582,472,1,3.5,2.5,0.5,4,2
ENSG00000233040,701,0,0,0,0,0,0
ENSG00000224901,247,0,0,0,0,0,0
ENSG00000134376,12721,5,12,8,5,9,3
ENSG00000117400,3937,12,19.5,20,13,32.5,17.5
ENSG00000287113,557,0,1.5,0,1,0.5,2
ENSG00000117399,2012,2630,3831.5,5073.5,1867,3276.17,3014.5
ENSG00000066322,2506,2868.67,4236.42,5968.83,2484.25,4327.17,3526.83
ENSG00000283836,68,3,4.5,8,6,9.5,12.5
ENSG00000159479,2704,410,614.25,812.83,372,646.67,659.92
ENSG00000116337,9301,769,1079,1657.33,649.92,1115.5,1061
ENSG00000066279,11994,1513,2231,3491,1090,1919.25,1778
ENSG00000224727,558,3,3,2,4,13,2
ENSG00000265201,80,0,0,0,0,2,0
ENSG00000236031,751,17,27.33,40,18.33,35,32.5
ENSG00000226766,391,0,2,0,0,0,2
ENSG00000232184,389,1.5,0,0,2,0,0
ENSG00000228939,517,3,5,4,6,7,6
ENSG00000117020,16643,916.03,1220.12,1758.85,784.33,1416.62,1380.83
ENSG00000198912,4883,500.7,698.5,1023.5,395.5,708,622.5
ENSG00000260460,1828,0,0,0,0,2.25,1
ENSG00000183856,6742,1481,2162.25,3550.37,1213,2022.33,2017
ENSG00000163382,10113,4700.83,6821.14,8933,3746,6706.42,4836
ENSG00000132702,2204,4,13,11,8.5,7,10
ENSG00000272068,3222,336,397.5,653.7,350.5,630,562
ENSG00000132692,4765,135,178,290.42,151.5,241.75,217.5
ENSG00000132688,5568,35.5,63,86,30.5,53.5,42.25
ENSG00000237588,4122,0,1,0,0,3.5,1
ENSG00000143320,1082,54,87.5,118,68,155.5,165.5
ENSG00000143303,3169,905,1306.22,1900.5,811.5,1689.25,1547.5
ENSG00000143314,1695,2873,4440.5,5567.5,2226,4034,3337
ENSG00000143294,4071,1996,2848.5,3797.25,1872,3685.25,2727.75
ENSG00000287624,689,172,225,320.5,164,279.25,216
ENSG00000265538,69,0,0,0,0,0,0
ENSG00000275816,86,0,0,0,0,0,0
ENSG00000200262,110,0,0,0,0,0,0
ENSG00000213478,684,0,0,0,3,3,2
ENSG00000123091,3112,760.5,1056.5,1624.5,669.5,1348.83,1162.08
ENSG00000233406,870,0.24,1.33,2.56,2,4.14,5.64
ENSG00000236434,435,0,0,1,1,1,3
ENSG00000232027,955,1,2,1,3.5,3,2.5
ENSG00000206595,107,0,0,0,0,0,0
ENSG00000238140,678,2,1,1,3,1,5
ENSG00000252032,105,0,0,0,0,0,0
ENSG00000285268,114,1,0,0,0,1.5,2.5
ENSG00000234711,1058,0,0.5,0,0.33,0.57,1
ENSG00000283040,837,0,0,0,0,0.33,0
ENSG00000237330,1900,0,1,3.5,9,23.76,14.92
ENSG00000131591,6322,350.88,509,686.88,308,560.33,502.5
ENSG00000223823,1620,0,1.17,0.5,0,0.12,0
ENSG00000272141,987,1.17,0,3,2.5,7,9
ENSG00000085831,9491,131,203,289,93,142,137.08
ENSG00000239794,293,0,0,0,0,0,0
ENSG00000187634,4172,2257,3713.61,5179.4,2434.75,4569.48,3809.46
ENSG00000156875,2945,347,557.33,835.67,648.83,1113.33,1156.67
ENSG00000241073,384,23,35,43,30,44,39
ENSG00000156876,3972,217,276,431.33,225,351,368
ENSG00000226952,252,0,0,1,2,1,0
ENSG00000137992,11616,425.5,669,1013.5,377,700,639.5
ENSG00000271415,236,0,5,1,0,2,1
ENSG00000225169,378,0,0,1.5,0,0.5,2
ENSG00000230287,222,1,0,0.5,2,0,0
ENSG00000137996,3028,753.5,1011.83,1446.5,711.5,1296.5,1159
ENSG00000207750,68,0,0,3,1,1,1
ENSG00000137948,4635,0,0,1,0,0,0
ENSG00000121774,3544,3357,5200,7425.5,3012,5110.67,4728
ENSG00000203325,624,1,4,6,0,5,5
ENSG00000121775,2787,208,361,451.67,206,347.75,367.25
ENSG00000266203,59,1,0,1,1,1,0
ENSG00000276493,291,0,0,1,0,0,0
ENSG00000025800,7457,1494.5,2100.17,3109,1238.5,2287.17,1916.5
ENSG00000160050,3873,86.33,109.53,178.83,95.17,176.5,177.33
ENSG00000231346,1377,6.33,3,6.03,6,12.67,7
ENSG00000064703,8778,412.5,610.5,915.5,413,703.33,708.83
ENSG00000122406,3687,9344.33,13170.08,18144.17,6919.33,12495.67,10437.42
ENSG00000154511,3091,251,339,611,188,364.5,342
ENSG00000206680,95,3.5,7.5,8,2.5,8,9.33
ENSG00000207523,133,5.5,13.5,14,3.5,11,5.83
ENSG00000207022,124,1,1,0,0,1,0
ENSG00000252121,107,0,0,0,0,0,0
ENSG00000239710,288,0,0,0,0,0,0
ENSG00000287797,2446,0,0,0,2,5,2.33
ENSG00000252752,95,0,0,0,0,0,0
ENSG00000222664,291,0,0,0,0,0,0
ENSG00000251837,97,0,0,0,0,0,0
ENSG00000143033,5907,367,511,762,465,893,792
ENSG00000235432,479,0,3,1,1,0,0
ENSG00000189410,4487,268,333,488.5,276,510.5,444.25
ENSG00000251914,62,0,0,0,0,0,0
ENSG00000221808,119,0,1,0,0,0,1
ENSG00000233072,385,0.5,4,5,0,8,1
ENSG00000236073,115,0,0,0,0,0,0
ENSG00000235112,296,2,0,0,0,2,2
ENSG00000287192,1111,2,1.5,0.5,2,5,2.5
ENSG00000117298,7308,2346.5,3287.5,5138,2285,3961,3692
ENSG00000231105,2579,4.5,9,12,5,20,20
ENSG00000143502,5336,21,24,41,12,25,19
ENSG00000251789,135,0,0,0,0,0,0
ENSG00000178395,2051,2,4,3,0,0,0
ENSG00000206835,171,0,0,0,0,0,0
ENSG00000162620,8759,44,68,102,26,50,52
ENSG00000116783,4733,0.5,2.33,3.67,0,1.5,1.67
ENSG00000237324,1408,0,0,0.67,0,0,0
ENSG00000233894,905,0,0,0,0,1,0.5
ENSG00000162621,4358,0,0,0,0,0,0.5
ENSG00000178965,8827,0,0,0,3,8,6
ENSG00000272864,565,3,3,3,2,1,0
ENSG00000116791,4085,2255,3557,4931,1604,2948.5,2725
ENSG00000162623,4616,509,684,997,413,761.5,709
ENSG00000259030,9896,49.5,83.33,103.67,35,52,50.67
ENSG00000215909,371,0,0,0,0,0,0
ENSG00000222952,101,0,0,0,0,0,1
ENSG00000237445,379,0,0,0,0,0,0
ENSG00000253085,130,0,0,1,0,0,0
ENSG00000199352,119,0,0,0,0,0,0
ENSG00000201588,119,0,0,0,0,0,0
ENSG00000199337,119,0,0,0,0,0,0
ENSG00000200381,119,0,0,0,0,0,0
ENSG00000199396,119,0,0,0,0,0,0
ENSG00000200624,119,0,0,0,0,0.12,0
ENSG00000202521,119,0,0,0,0,0.12,0
ENSG00000200343,119,0,0,0,0,0.12,0
ENSG00000201321,119,0,0,0,0,0.12,0
ENSG00000199910,119,0,0,0,0,0.12,0
ENSG00000199334,119,0,0,0,0,0.12,0
ENSG00000199270,119,0,0,0,0,0.12,0
ENSG00000202526,119,0,0,0,0,0.12,0
ENSG00000201355,119,0,0,0,0,0,0
ENSG00000201925,119,0,0,0,0.83,0.4,0
ENSG00000202257,119,0,0,0,1.17,0.4,0
ENSG00000200370,119,0,0,0,0,0.2,0
ENSG00000212237,121,14.5,10,16,14,25,22
ENSG00000183929,1139,5,9,15,10,11,12
ENSG00000206878,125,1,2,1,0,2,5
ENSG00000154358,39568,672.5,968.33,1566.5,636.67,1003.27,990
ENSG00000284964,143,5.74,5.27,9.04,9.35,13.68,14.02
ENSG00000206828,164,2,1,4,4,3,1.5
ENSG00000284842,2536,0.17,0.54,0,2.33,1.96,1.83
ENSG00000275229,146,0,0,0,0.17,0,0
ENSG00000226500,410,0,0,0,0,3,0.5
ENSG00000183598,469,4.5,3.5,17,37.83,81.92,62.67
ENSG00000184260,494,48.33,73.96,75.28,67.39,111,93.67
ENSG00000184270,497,1.5,3.08,5.5,12.83,24.83,26.33
ENSG00000178096,1461,393,586.83,757.5,369.33,663.83,620.5
ENSG00000159164,4786,14,10,21,25,39,51
ENSG00000143368,1704,1772.33,2568.5,3543.33,1759.5,3329,2666.5
ENSG00000150337,2155,1.5,3.5,0,41.58,69.08,52.42
ENSG00000231333,345,1,0,2,2,2,3
ENSG00000170128,1198,1,2,0,6,6,7
ENSG00000201032,103,1,0,0,0,0,0
ENSG00000116852,12164,132,200,292.5,138,172,150
ENSG00000116857,3919,2717,3983,5673.75,1935,3606.5,3136
ENSG00000163395,12117,45.5,52.5,95,42,72,51
ENSG00000226970,244,0.5,1,3.5,1.5,4,1
ENSG00000199959,137,0,0,0,0,0,0
ENSG00000203943,3405,10,13.83,15.83,8.67,10.83,10
ENSG00000285361,1318,0,1,0,0,2,3
ENSG00000228153,445,0,6,2,1,3,0
ENSG00000252650,111,0,0,0,0,0,0
ENSG00000251861,116,0,0,0,0,1,0
ENSG00000287197,2491,0,0,0,0,0,0
ENSG00000229657,562,0,0,0,2,0,1
ENSG00000174529,1332,89.5,88,158.5,41,127.5,114
ENSG00000271580,784,4,1,12,1,11,8
ENSG00000116984,19254,806,1080,1738,652,1078,991
ENSG00000223306,106,0,0,0,0,0,0
ENSG00000143742,2220,4410.17,6691,8994.47,3155,6080,5491.5
ENSG00000234112,301,1,0,0,2,0,0
ENSG00000242861,348,26,50.5,60,30.5,70.5,54.5
ENSG00000196187,10350,347,514.25,788,414.5,780,743.5
ENSG00000243709,1891,0,1,2.06,2.5,2,3.5
ENSG00000255835,1625,634.83,881,1171.39,487.33,941,789.5
ENSG00000284519,63,2.33,3.5,12.17,4.33,8,9.67
ENSG00000248322,342,0,0,0,0,0,0
ENSG00000143768,2286,0,0,0.33,2,2,0
ENSG00000213032,250,0,0,0,0,0,0
ENSG00000143819,2476,8974.38,14052.08,20215.17,6775,12603.38,10452.5
ENSG00000116649,1894,1895.5,3032,3806,1660,2952,2144
ENSG00000171824,5991,983.5,1386.5,2045.5,819.5,1458,1477.5
ENSG00000253086,103,0,0,0,0,0,0
ENSG00000117614,3773,812.33,1220,1582.33,769.17,1598.17,1257.33
ENSG00000117616,6730,1024,1414.83,2055.08,2207.5,4146.5,3857.92
ENSG00000272432,485,4,7,2,17.5,18,23
ENSG00000261349,459,1.25,0,0.83,7,11.5,9.25
ENSG00000187010,3313,0,1,0.5,0,2,0
ENSG00000259984,459,4.75,5.5,8.58,16.33,30,34
ENSG00000183726,3010,2039,3214,4472.5,2293.5,4252,3781
ENSG00000238084,478,2.75,9.67,10.33,3.33,4.92,8
ENSG00000204178,3979,360,553,794,283,505,520
ENSG00000198860,10197,713,1173,1560,698,1187,984
ENSG00000199840,110,0,0,0,0,0,0
ENSG00000160838,2649,18,22,28,19,26,22
ENSG00000211581,114,0.25,0,0,3.5,1,0
ENSG00000266160,295,0,0,0,0,1,0
ENSG00000155816,18429,164.5,220.5,298.5,115,215.5,210.5
ENSG00000252317,93,0,0,0,0,0,0
ENSG00000233519,316,0,0,1,0,0,0
ENSG00000180875,4176,34,36.5,63,25,33.5,33.5
ENSG00000224359,357,0,0,0,0,0,0
ENSG00000226014,204,0,0,0,0,0,0
ENSG00000231440,675,0,0,0,0,0,0
ENSG00000228844,454,0,0,0,0,0,0
ENSG00000251750,111,0,0,0,0,0,0
ENSG00000234872,385,0,0,0,0,0,0
ENSG00000143382,6432,92.5,142.17,194.58,243.33,403.17,351.25
ENSG00000184007,6708,3230.5,5125.62,6642.5,2496.5,4317.83,3974.5
ENSG00000157077,7980,335.5,500.5,796,290,494.5,483.33
ENSG00000162493,3707,1,0,1,1,2,1
ENSG00000162542,4027,247,393,549,203,380,393
ENSG00000178922,2754,179.96,253.83,357.17,206.67,353.33,258
ENSG00000121753,7756,401,640,939.25,320,587,516
ENSG00000162631,10496,0,0,0,1,0,0
ENSG00000235098,2644,1,2,0.33,5.5,5.5,24
ENSG00000143740,10190,978.9,1504.6,2000.7,813,1479.2,1385.6
ENSG00000117411,5472,1175.33,1665.5,2187.5,1011,1727,1336.5
ENSG00000162745,3430,22,43,59,19.5,22,41
ENSG00000187862,3782,3.33,2,4,18,27,21
ENSG00000162891,1298,0,0,0,3,1,3
ENSG00000137976,1524,0,0,0,0,0,0
ENSG00000203663,4375,0,0,0,0.5,0,0
ENSG00000198128,2929,0,0,0,0,0,0
ENSG00000171180,5934,0,0,0,0,0,0
ENSG00000157873,6214,0,1,1,10.5,27.5,25
ENSG00000204505,2465,0,0,0,0,1,0.4
ENSG00000177151,2957,0.5,0,0,0,0,0
ENSG00000180708,3023,0,0,0,0,0,0
ENSG00000162775,4670,321.5,461,630,332,542,543
ENSG00000081692,4315,345.1,527.4,749.3,321,604.9,603.4
ENSG00000179023,5045,208,335,522,140,251,230
ENSG00000173171,3282,556.58,807.32,1080.57,471.78,829.05,689.54
ENSG00000143862,1975,785,1147,1860.5,842,1589.5,1295
ENSG00000170075,7581,54,58,61,57,126,66.5
ENSG00000143376,16711,931.75,1277,1882.5,982,1664,1443.5
ENSG00000250734,535,10.5,14.5,33.5,18,28,16.5
ENSG00000159409,6774,12,6.5,13,3,20.62,15
ENSG00000178796,2276,1,2,1,3,0,1
ENSG00000236940,462,0,0,0,0,1,0.5
ENSG00000143436,1740,1263.58,1851.66,2513.41,1098,1940.62,1737.83
ENSG00000143450,4633,273.08,465,581.08,245.58,469.12,402.75
ENSG00000232937,424,2,1.17,5.92,5.67,5.67,2
ENSG00000269489,549,0,2,4,9,9,4
ENSG00000213171,2644,0,0,0,1,0,0
ENSG00000196407,1161,6,8.5,12.5,2,17.5,2.5
ENSG00000159445,6937,431.5,597.5,758.67,342,561,487
ENSG00000223810,1390,0,0,0,0,0,0
ENSG00000197747,1012,9885,14499,18267.5,8072,14252.5,11372
ENSG00000123473,7821,485,741,1135,471,845,818
ENSG00000229713,351,0,0,0,0,0,0
ENSG00000233819,308,0,0,0,0,0,0
ENSG00000240386,726,0,0,0,0,0,0
ENSG00000186226,1299,0,0,1,0,0,1
ENSG00000172155,460,0,0,0,0,0,0
ENSG00000236274,1003,0,0,3,0,3,1
ENSG00000020129,4917,558,874.5,1269.5,603,1050.5,1054.5
ENSG00000116819,4308,20.33,32.33,47,33.5,40.83,40
ENSG00000237763,2035,0.42,0.58,1.48,0.33,1.53,0.94
ENSG00000174876,2035,0.42,0.25,0.14,0,0.29,1.18
ENSG00000187733,2074,0.42,0.58,1.48,0.33,1.53,0.94
ENSG00000186603,1816,38,67,71,26,60,41.25
ENSG00000197454,2429,0,0,0,0,0,0
ENSG00000173212,6632,1,2,7.33,1,8,2.14
ENSG00000163531,21271,16.75,36,40,25.25,53.5,32
ENSG00000184144,17721,0,1,5,8,10,8
ENSG00000143028,4042,2,3,6,6,8,3.5
ENSG00000154429,6257,322.5,525,684,277,499.83,434
ENSG00000252506,61,0,0,0,0,0,0
ENSG00000252051,268,0,0,0,0,0,0
ENSG00000230331,350,0,0,0,0,0,0
ENSG00000143632,2381,2,2.17,6,13.5,18,15.17
ENSG00000226920,478,9.5,10.5,14.5,7,23,11.5
ENSG00000279667,1005,1,0,1,0,1,0
ENSG00000187815,3173,6,3.5,18.5,8,17.5,15
ENSG00000238186,546,13,13.67,22.5,5.5,16,23.33
ENSG00000117010,3101,53.5,50.5,89.75,29,65.58,68
ENSG00000286838,720,0,0,0,0,1,0
ENSG00000236505,126,0,0,0,0,0,0
ENSG00000229820,394,4,2,4,5,3.5,7.5
ENSG00000221216,119,0,2,3,3,4,2
ENSG00000242125,4088,966,1580.5,2153,1656.42,2842.83,2336.83
ENSG00000274266,206,13.5,27.5,36.83,15.33,24,21.5
ENSG00000200087,204,19,35,50.67,19.83,30.33,21.67
ENSG00000231468,611,7,16.5,36,6,34.33,18.5
ENSG00000279443,2083,111,131,179.5,93,206,129
ENSG00000180098,4311,264.5,388.17,484.33,269.17,503.17,419
ENSG00000221539,74,5,4.5,11,33.5,47.33,52
ENSG00000278274,130,47.75,78.42,110.58,50.17,102.92,73.5
ENSG00000273544,132,6.5,11.5,18.75,13.75,32.08,25.25
ENSG00000280498,135,7.25,8.58,15.83,13.42,26.17,17.25
ENSG00000274582,137,7.25,10.58,16.83,13.42,30.17,17.75
ENSG00000188060,2301,17,23.5,48.25,31.5,57.33,44
ENSG00000270103,131,0.25,0.58,1.17,1.92,1.83,2.58
ENSG00000243480,1599,1.42,3,0.52,1.25,1.88,1.49
ENSG00000117266,6830,47,81,111,208,398,342
ENSG00000225522,532,0,0,0,0,0,0
ENSG00000174567,1029,62.5,93.5,103.5,46.5,74.5,66
ENSG00000231691,1484,2,0,2,3,2,2.5
ENSG00000219133,483,2.17,3.42,4.94,1.74,4.94,5.06
ENSG00000280924,1289,11,4,6,4,4,2
ENSG00000237848,234,4,0,6,1,4,1
ENSG00000236779,848,0,0,1.5,0,0,0
ENSG00000200408,109,0,0,0,0,0,0
ENSG00000240219,2219,23,20,54.5,27.5,59,43
ENSG00000228729,821,1,2,3,1,2,3
ENSG00000236636,432,0,0,0,0,0,0
ENSG00000287525,904,0,0,2,1,0,0
ENSG00000233940,478,0,0,0,0,0,0
ENSG00000228348,463,1,0,0,0,1,3
